word,wins,total,win_rate,deviation,ci_lo,ci_hi,ci_half
based,100,204,0.49019607843137253,-0.009803921568627472,0.42241467126201937,0.5583398903028567,0.06796260952041866
existing,50,102,0.49019607843137253,-0.009803921568627472,0.3953140272637241,0.5857897857195398,0.09523787922790783
choices,49,100,0.49,-0.010000000000000009,0.3942199893044113,0.5865198806597283,0.09614994567765847
allows,71,145,0.4896551724137931,-0.010344827586206917,0.40961291385299775,0.5702314116207667,0.0803092488838845
needs,113,231,0.48917748917748916,-0.010822510822510845,0.4254207057187258,0.5532883347330386,0.0639338145071564
values,134,274,0.48905109489051096,-0.010948905109489038,0.4304241971275263,0.5479807535754136,0.058778278223943686
benefits,131,268,0.48880597014925375,-0.011194029850746245,0.42954138185156493,0.5483869296501858,0.059422773899310416
strategic,83,170,0.48823529411764705,-0.011764705882352955,0.414189275118421,0.5628012539122531,0.07430598939691604
decisions,142,291,0.4879725085910653,-0.01202749140893472,0.4310734172559756,0.5451850098051351,0.05705579627457974
them,243,498,0.4879518072289157,-0.01204819277108432,0.44431099232764276,0.5317770733570868,0.043733040514722016
good,101,207,0.48792270531400966,-0.012077294685990336,0.42067197915631743,0.5556135197774943,0.06747077031058843
current,199,408,0.4877450980392157,-0.012254901960784326,0.439584237746621,0.5361345739809914,0.04827516811718521
vulnerable,119,244,0.48770491803278687,-0.012295081967213128,0.42566519978792566,0.550125775505111,0.062230287858592664
choice,226,464,0.4870689655172414,-0.012931034482758619,0.44188281400666624,0.5324674711727428,0.045292328583038305
human,534,1097,0.48678213309024615,-0.01321786690975385,0.4573022702648965,0.5163542451509865,0.029525987443044993
empathy,55,113,0.48672566371681414,-0.013274336283185861,0.3965321831240263,0.5777919991458662,0.09062990801091994
ethically,108,222,0.4864864864864865,-0.013513513513513487,0.4215294516640721,0.5519032385455511,0.06518689344073952
short,177,364,0.48626373626373626,-0.013736263736263743,0.43533017128705165,0.5374842036013577,0.05107701615715304
transparent,118,243,0.48559670781893005,-0.014403292181069949,0.42347155839750283,0.5481701583811813,0.06234929999183925
possible,50,103,0.4854368932038835,-0.014563106796116498,0.391190583237978,0.5807304291376137,0.09476992294981787
behavior,99,204,0.4852941176470588,-0.01470588235294118,0.41761934864315653,0.5535124937041577,0.06794657253050057
sustainable,146,301,0.4850498338870432,-0.014950166112956798,0.4291348123451072,0.541341644384836,0.056103416019864405
approach,137,283,0.4840989399293286,-0.01590106007067138,0.4264782748840386,0.5421455076158757,0.05783361636591852
challenges,60,124,0.4838709677419355,-0.016129032258064502,0.39772669170109254,0.5709845539550584,0.08662893112698294
clarity,75,155,0.4838709677419355,-0.016129032258064502,0.40654412065283446,0.5619779513734358,0.07771691536030065
because,59,122,0.48360655737704916,-0.016393442622950838,0.3967938072853936,0.5714201657765412,0.0873131792455738
violation,57,118,0.4830508474576271,-0.01694915254237289,0.394853534727032,0.572316917443222,0.088731691358095
rigid,83,172,0.48255813953488375,-0.017441860465116255,0.40908095748264456,0.5567973965742439,0.07385821954579966
capabilities,96,199,0.4824120603015075,-0.017587939698492483,0.4139787944607447,0.5515114951442625,0.06876635034175888
mitigate,52,108,0.48148148148148145,-0.018518518518518545,0.38951373394028815,0.5747213534577322,0.09260380975872204
compromising,52,108,0.48148148148148145,-0.018518518518518545,0.38951373394028815,0.5747213534577322,0.09260380975872204
ensures,101,210,0.48095238095238096,-0.019047619047619035,0.4143273061120574,0.5482618005835344,0.06696724723573846
individual,101,210,0.48095238095238096,-0.019047619047619035,0.4143273061120574,0.5482618005835344,0.06696724723573846
merely,156,325,0.48,-0.020000000000000018,0.42623520210840116,0.534232069729459,0.053998433810528934
just,239,498,0.4799196787148594,-0.02008032128514059,0.43636276496379445,0.5237840111774212,0.043710623106813395
breach,59,123,0.4796747967479675,-0.02032520325203252,0.39334643076101994,0.5672342812042366,0.08694392522160832
while,468,976,0.47950819672131145,-0.020491803278688547,0.4483078260218592,0.5108692432479562,0.03128070861304852
safety,174,363,0.4793388429752066,-0.020661157024793375,0.42843274872108966,0.5306776526816818,0.05112245198029605
prevent,127,265,0.47924528301886793,-0.02075471698113207,0.4198244508930037,0.539259240855089,0.05971739498104267
making,134,280,0.4785714285714286,-0.021428571428571408,0.42074668823847566,0.5369761897024087,0.05811475073196651
cost,133,278,0.4784172661870504,-0.021582733812949617,0.4203916120538902,0.5370312594774613,0.05831982371178557
moral,565,1181,0.47840812870448773,-0.021591871295512266,0.45003457221026477,0.5069216942840207,0.02844356103687795
system,786,1643,0.47839318320146074,-0.021606816798539263,0.4543174759756855,0.502569691505,0.024126107764657234
stakeholders,66,138,0.4782608695652174,-0.021739130434782594,0.39664111777602556,0.5610581328529124,0.08220850753844341
adaptive,65,136,0.47794117647058826,-0.022058823529411742,0.39575507336234567,0.5613391957435475,0.08279206119060092
meaningful,85,178,0.47752808988764045,-0.02247191011235955,0.4054019407967183,0.550603691516821,0.07260087536005133
financial,62,130,0.47692307692307695,-0.02307692307692305,0.39296542216305513,0.5622054191228418,0.08461999847989335
