word,wins,total,win_rate,deviation,ci_lo,ci_hi,ci_half
fostering,81,171,0.47368421052631576,-0.026315789473684237,0.40024960551336747,0.5482751891165503,0.0740127918015914
technical,116,245,0.47346938775510206,-0.026530612244897944,0.41184149884431864,0.5359164026661073,0.062037451910894326
consequences,187,395,0.47341772151898737,-0.026582278481012633,0.42467226436610184,0.5226752354096401,0.04900148552176914
viability,52,110,0.4727272727272727,-0.027272727272727282,0.381932067205923,0.5653630565376131,0.09171549466584505
experiences,51,108,0.4722222222222222,-0.02777777777777779,0.38064930523089247,0.5657033258661384,0.09252701031762295
preserving,126,267,0.47191011235955055,-0.02808988764044945,0.41285414542937965,0.5317629007742798,0.05945437767245007
does,250,530,0.4716981132075472,-0.028301886792452824,0.4295550172909465,0.5142485230592676,0.042346752884160566
freedom,55,117,0.4700854700854701,-0.02991452991452992,0.3820433508650713,0.5600295099865453,0.08899307956073702
value,447,951,0.47003154574132494,-0.02996845425867506,0.4384947948927545,0.5018094310356006,0.03165731807142305
public,117,249,0.46987951807228917,-0.03012048192771083,0.4088171168387581,0.5318571694513022,0.06152002630627207
truthfulness,312,664,0.46987951807228917,-0.03012048192771083,0.4322001041342159,0.5079054411689556,0.037852668517369875
emotional,192,409,0.46943765281173594,-0.03056234718826406,0.4215803589382089,0.5178637073834876,0.048141674222639375
fairness,76,162,0.4691358024691358,-0.030864197530864224,0.3938947766491506,0.5458066703164607,0.07595594683365503
life,82,175,0.4685714285714286,-0.03142857142857142,0.3961085446331309,0.5423844643563083,0.07313795986158869
crisis,52,111,0.46846846846846846,-0.03153153153153154,0.3782522790360825,0.5607941239626,0.09127092246325874
threat,52,111,0.46846846846846846,-0.03153153153153154,0.3782522790360825,0.5607941239626,0.09127092246325874
morally,133,284,0.46830985915492956,-0.031690140845070436,0.4110854759776907,0.5263800994340405,0.057647311728174916
built,81,173,0.4682080924855491,-0.03179190751445088,0.39535160251013335,0.5424457891572058,0.0735470933235362
itself,103,220,0.4681818181818182,-0.0318181818181818,0.40335736118538057,0.5340983716634008,0.06537050523901011
tools,125,267,0.4681647940074906,-0.031835205992509386,0.4091883456695346,0.5280443066946127,0.05942798051253903
communication,201,430,0.46744186046511627,-0.032558139534883734,0.4207798802061258,0.5146804142615535,0.04695026702771388
duty,177,379,0.46701846965699206,-0.032981530343007937,0.4173722871239538,0.5173265303003396,0.049977121588192897
path,99,212,0.4669811320754717,-0.033018867924528295,0.4010079870930607,0.5341295899206759,0.06656080141380763
access,124,266,0.46616541353383456,-0.03383458646616544,0.40712455647956425,0.5261696078839602,0.05952252570219796
honesty,82,176,0.4659090909090909,-0.034090909090909116,0.3937279643060311,0.5395465983076749,0.07290931700082193
make,109,234,0.4658119658119658,-0.03418803418803418,0.40296649512332067,0.5297618017878489,0.06339765333226413
lives,128,275,0.46545454545454545,-0.034545454545454546,0.4073821021907935,0.5244788194943933,0.058548358651799914
language,67,144,0.4652777777777778,-0.03472222222222221,0.3857722978124188,0.5465876769891811,0.08040768958838115
decision,167,359,0.46518105849582175,-0.03481894150417825,0.41422631286053657,0.5168730712030849,0.051323379171274164
harm,550,1183,0.46491969568892644,-0.03508030431107356,0.43665707747884847,0.4934094032771635,0.02837616289915751
failure,99,213,0.4647887323943662,-0.03521126760563381,0.3990249864353211,0.5318000500610277,0.06638753181285331
students,79,170,0.4647058823529412,-0.03529411764705881,0.3913409829725095,0.5396306041195131,0.07414481057350181
provide,59,127,0.4645669291338583,-0.035433070866141725,0.3801430141944589,0.5510714488578552,0.08546421733169815
proactive,51,110,0.4636363636363636,-0.036363636363636376,0.37325081079079014,0.556476020867258,0.09161260503823393
evolve,51,110,0.4636363636363636,-0.036363636363636376,0.37325081079079014,0.556476020867258,0.09161260503823393
creativity,482,1040,0.4634615384615385,-0.03653846153846152,0.43334481940411823,0.4938471891544776,0.030251184875179693
like,88,190,0.4631578947368421,-0.0368421052631579,0.393688183048914,0.5340878454375917,0.07019983119433884
compromise,94,203,0.4630541871921182,-0.036945812807881784,0.3957835992150081,0.5316970901713342,0.06795674547816302
outcomes,143,309,0.4627831715210356,-0.0372168284789644,0.40798608303668094,0.5184942495678845,0.05525408326560177
ethics,55,119,0.46218487394957986,-0.037815126050420145,0.3751937215788054,0.5515411113806692,0.08817369490093191
transparency,309,669,0.4618834080717489,-0.03811659192825112,0.42443035795427864,0.4997716968813598,0.037670669463540585
service,54,117,0.46153846153846156,-0.038461538461538436,0.37386916338626497,0.5516530862800992,0.08889196144691713
toward,48,104,0.46153846153846156,-0.038461538461538436,0.3688100475176425,0.5570069797417769,0.09409846611206721
student,59,128,0.4609375,-0.0390625,0.3769811559809195,0.5471701687279483,0.0850945063735144
core,336,729,0.4609053497942387,-0.039094650205761305,0.4250201474629396,0.4972004101843779,0.036090131360719147
informed,99,215,0.4604651162790698,-0.039534883720930225,0.395117828602944,0.5272003642494952,0.06604126782327563
education,64,139,0.460431654676259,-0.03956834532374098,0.37975032613110543,0.5432412192450302,0.08174544655696239
solutions,122,265,0.46037735849056605,-0.03962264150943395,0.40136062400734546,0.5205264238753767,0.05958289993401564
remain,61,133,0.45864661654135336,-0.04135338345864664,0.3763124485820971,0.5433025562943598,0.08349505385613132
oversight,72,157,0.4585987261146497,-0.04140127388535031,0.38257508234352977,0.5365999854821583,0.07701245156931424
full,77,168,0.4583333333333333,-0.041666666666666685,0.38476159343111366,0.5337679622647087,0.07450318441679751
abandon,52,114,0.45614035087719296,-0.04385964912280704,0.3676314155243377,0.5475088067702976,0.08993869562297993
imperative,152,334,0.4550898203592814,-0.044910179640718584,0.4024970278042032,0.5087039239536976,0.05310344807474718
fear,50,110,0.45454545454545453,-0.04545454545454547,0.3645991214526058,0.5475594181199543,0.09148014833367427
serve,79,174,0.4540229885057471,-0.04597701149425287,0.38183522465280684,0.5281970023312749,0.07318088883923402
platform,120,265,0.4528301886792453,-0.047169811320754707,0.39399876753558,0.5130096228009942,0.05950542763270708
case,47,104,0.4519230769230769,-0.04807692307692307,0.35968918595107724,0.547582098123197,0.09394645608605989
justify,47,104,0.4519230769230769,-0.04807692307692307,0.35968918595107724,0.547582098123197,0.09394645608605989
lead,69,153,0.45098039215686275,-0.04901960784313725,0.3742981275388657,0.5300638943857809,0.07788288342345762
temporary,86,191,0.450261780104712,-0.04973821989528798,0.3813772435263099,0.5211075761060197,0.06986516628985487
creative,176,391,0.45012787723785164,-0.04987212276214836,0.40153849078120823,0.4996876871473089,0.04907459818305032
future,258,575,0.44869565217391305,-0.05130434782608695,0.4085174551631888,0.48955480780117455,0.04051867631899286
ways,74,165,0.4484848484848485,-0.051515151515151514,0.3746305062562813,0.5246833227123867,0.0750264082280527
designed,74,165,0.4484848484848485,-0.051515151515151514,0.3746305062562813,0.5246833227123867,0.0750264082280527
constraints,64,143,0.44755244755244755,-0.05244755244755245,0.3684877717153971,0.5293612409512758,0.08043673461793935
understanding,140,313,0.4472843450479233,-0.052715654952076696,0.3931715543073449,0.5026754092723953,0.05475192748252519
limitations,75,168,0.44642857142857145,-0.05357142857142855,0.3732894383665086,0.5219628475281204,0.0743367045808059
algorithm,56,126,0.4444444444444444,-0.05555555555555558,0.36060225925953826,0.5315739367940392,0.08548583876725047
obligation,52,117,0.4444444444444444,-0.05555555555555558,0.3575972219792095,0.5348238053166497,0.08861329166872012
engage,82,185,0.44324324324324327,-0.05675675675675673,0.3735362149184815,0.5152593910297887,0.0708615880556536
identity,69,156,0.4423076923076923,-0.05769230769230771,0.36668664939489515,0.5207017657709603,0.07700755818803257
experience,60,136,0.4411764705882353,-0.05882352941176472,0.3604814617168842,0.5251032558988312,0.0823108970909735
responsibly,45,102,0.4411764705882353,-0.05882352941176472,0.3486933262423857,0.5379295516571981,0.09461811270740622
loss,46,105,0.4380952380952381,-0.06190476190476191,0.34704364160611384,0.5335165774422522,0.0932364679180692
delay,49,112,0.4375,-0.0625,0.34921166420971755,0.5299335041736504,0.09036091998196641
issue,45,103,0.4368932038834951,-0.06310679611650488,0.34508430443595695,0.5332400825249405,0.09407788904449177
design,68,156,0.4358974358974359,-0.0641025641025641,0.3605494424755592,0.5143265743753913,0.07688856594991605
work,61,140,0.4357142857142857,-0.06428571428571428,0.3563809424482328,0.5184812833135488,0.081050170432658
balance,53,122,0.4344262295081967,-0.0655737704918033,0.34980063310587917,0.5230552591418602,0.08662731301799054
purpose,78,180,0.43333333333333335,-0.06666666666666665,0.36308178444241596,0.506370948613799,0.07164458208569155
resources,99,229,0.43231441048034935,-0.06768558951965065,0.3697898649781449,0.49707233320163724,0.06364123411174616
knowledge,126,292,0.4315068493150685,-0.0684931506849315,0.37595077109455527,0.4888416749694579,0.05644545193745132
compels,51,119,0.42857142857142855,-0.07142857142857145,0.34326450059423497,0.5183457394403279,0.08754061942304647
allowing,79,185,0.42702702702702705,-0.07297297297297295,0.3579463087614072,0.4990766131720831,0.07056515220533793
accuracy,79,185,0.42702702702702705,-0.07297297297297295,0.3579463087614072,0.4990766131720831,0.07056515220533793
potential,195,460,0.42391304347826086,-0.07608695652173914,0.3795664044105426,0.46951996191390494,0.04497677875168116
honest,44,104,0.4230769230769231,-0.07692307692307693,0.3325321436006159,0.5191019109182229,0.0932848836588035
dilemma,56,133,0.42105263157894735,-0.07894736842105265,0.34051605220038084,0.5060216843819462,0.08275281609078267
withholding,82,195,0.4205128205128205,-0.07948717948717948,0.353418306976961,0.4906785922116818,0.06863014261736039
equitable,52,124,0.41935483870967744,-0.08064516129032256,0.33620591853325965,0.5073503097474948,0.0855721956071176
grounded,62,148,0.4189189189189189,-0.08108108108108109,0.34246750390049413,0.4994728977104978,0.07850269690500183
form,66,158,0.4177215189873418,-0.08227848101265822,0.34366715919224095,0.49568179261864415,0.0760073167132016
learning,209,502,0.4163346613545817,-0.08366533864541831,0.3740073275897785,0.459932736959625,0.04296270468492325
adapt,49,118,0.4152542372881356,-0.0847457627118644,0.33038875471251583,0.5054635061387543,0.08753737571311926
passive,48,116,0.41379310344827586,-0.08620689655172414,0.32833485328047207,0.5047779926677415,0.0882215696936347
judgment,55,133,0.41353383458646614,-0.08646616541353386,0.33341361077247444,0.49850867215102657,0.08254753068927606
greater,90,220,0.4090909090909091,-0.09090909090909088,0.34622292910165664,0.4750791647520044,0.06442811782517388
challenge,48,118,0.4067796610169492,-0.09322033898305082,0.32244480291963507,0.4969926840167622,0.08727394054856358
reality,51,126,0.40476190476190477,-0.09523809523809523,0.32310457721717,0.4920546160175344,0.0844750194001822
wisdom,225,556,0.40467625899280574,-0.09532374100719426,0.3646670786522442,0.44599360334996246,0.04066326234885914
using,40,100,0.4,-0.09999999999999998,0.3094012864324589,0.4979974132089382,0.09429806338823965
pursuit,53,136,0.3897058823529412,-0.11029411764705882,0.3118497252632615,0.47362162026620513,0.08088594750147182
opportunity,46,120,0.38333333333333336,-0.11666666666666664,0.30124527754856906,0.47265919461579525,0.0857069585336131
inaction,51,159,0.32075471698113206,-0.17924528301886794,0.2531674219409781,0.39679886789210983,0.07181572297556588
